FY,Section,Page,Category,Units,Fixed_Charge,Energy_Charge,Wheeling_Charge,Raw_Row
2024-25,LT_Residential,517,1-100 units,Rs/conn/mth,128.0,4.71,1.17,1-100 units | Rs/conn/mth | 128.00 | 4.71 | 1.17
2024-25,LT_Residential,517,101-300 units,Rs/conn/mth,128.0,10.29,1.17,101-300 units | Rs/conn/mth | 128.00 | 10.29 | 1.17
2024-25,LT_Residential,517,301-500 units,Rs/conn/mth,128.0,14.55,1.17,301-500 units | Rs/conn/mth | 128.00 | 14.55 | 1.17
2024-25,LT_Residential,517,Above 500 units,Rs/conn/mth,128.0,16.64,1.17,Above 500 units | Rs/conn/mth | 128.00 | 16.64 | 1.17
2024-25,LT_Residential,518,Three Phase Charges,Rs/conn/mth,,424.0,,Three Phase Charges | Rs/conn/mth | 424.00
2024-25,LT_Residential,518,(A) 0 – 20 kW,Rs/conn/mth,517.0,8.52,1.17,(A) 0 – 20 kW | Rs/conn/mth | 517.00 | 8.52 | 1.17
2024-25,LT_Residential,518,(B): >20 kW and ≤ 50 kW,Rs/kVA/mth,517.0,13.01,1.17,(B): >20 kW and ≤ 50 kW | Rs/kVA/mth | 517.00 | 13.01 | 1.17
2024-25,LT_Residential,518,(C): >50 kW,Rs/kVA/mth,517.0,15.38,1.17,(C): >50 kW | Rs/kVA/mth | 517.00 | 15.38 | 1.17
2024-25,LT_Residential,518,(A): 0-20 kW,Rs/conn/mth,129.0,4.09,1.17,(A): 0-20 kW | Rs/conn/mth | 129.00 | 4.09 | 1.17
2024-25,LT_Residential,518,(B): >20 kW and ≤ 40 kW,Rs/kVA/mth,156.0,6.33,1.17,(B): >20 kW and ≤ 40 kW | Rs/kVA/mth | 156.00 | 6.33 | 1.17
2024-25,LT_Residential,518,(C): >40 kW,Rs/kVA/mth,194.0,8.4,1.17,(C): >40 kW | Rs/kVA/mth | 194.00 | 8.40 | 1.17
2024-25,LT_Residential,518,(a) 0-5 HP,Rs/HP/mth,563.0,117.0,,(a) 0-5 HP | Rs/HP/mth | 563.00 | 117.00
2024-25,LT_Residential,518,(b) Above 5 HP - 7.5 HP,Rs/HP/mth,607.0,117.0,,(b) Above 5 HP - 7.5 HP | Rs/HP/mth | 607.00 | 117.00
2024-25,LT_Residential,518,(c) Above 7.5 HP,Rs/HP/mth,683.0,117.0,,(c) Above 7.5 HP | Rs/HP/mth | 683.00 | 117.00
2024-25,LT_Residential,518,(a) 0-5 HP,Rs/HP/mth,435.0,117.0,,(a) 0-5 HP | Rs/HP/mth | 435.00 | 117.00
2024-25,LT_Residential,518,(b) Above 5 HP - 7.5 HP,Rs/HP/mth,476.0,117.0,,(b) Above 5 HP - 7.5 HP | Rs/HP/mth | 476.00 | 117.00
2024-25,LT_Residential,518,(c) Above 7.5 HP,Rs/HP/mth,551.0,117.0,,(c) Above 7.5 HP | Rs/HP/mth | 551.00 | 117.00
2024-25,LT_Residential,518,LT IV(B): LT - Agriculture Metered Tariff - Pumpsets,Rs/HP/mth,52.0,3.39,1.17,LT IV(B): LT - Agriculture Metered Tariff - Pumpsets | Rs/HP/mth | 52.00 | 3.39 | 1.17
2024-25,LT_Residential,518,LT IV(C): LT - Agriculture Metered – Others,Rs/kW/mth,142.0,5.71,1.17,LT IV(C): LT - Agriculture Metered – Others | Rs/kW/mth | 142.00 | 5.71 | 1.17
2024-25,LT_Residential,518,(i): 0-20 kW,Rs/conn/mth,583.0,6.16,1.17,(i): 0-20 kW | Rs/conn/mth | 583.00 | 6.16 | 1.17
2024-25,LT_Residential,518,(ii): Above 20 kW,Rs/kVA/mth,388.0,7.3,1.17,(ii): Above 20 kW | Rs/kVA/mth | 388.00 | 7.30 | 1.17
2024-25,LT_Residential,518,(A): Grampanchayat; A B & C Class Municipal Council,Rs/kW/mth,142.0,6.83,1.17,(A): Grampanchayat; A B & C Class Municipal Council | Rs/kW/mth | 142.00 | 6.83 | 1.17
2024-25,LT_Residential,518,(B): Municipal corporation Area,Rs/kW/mth,142.0,8.31,1.17,(B): Municipal corporation Area | Rs/kW/mth | 142.00 | 8.31 | 1.17
2024-25,LT_Residential,518,(i): ≤ 20 kW,Rs/conn/mth,427.0,4.29,1.17,(i): ≤ 20 kW | Rs/conn/mth | 427.00 | 4.29 | 1.17
2024-25,LT_Residential,518,(ii): >20 - ≤ 50 kW,Rs/kVA/mth,427.0,6.18,1.17,(ii): >20 - ≤ 50 kW | Rs/kVA/mth | 427.00 | 6.18 | 1.17
2024-25,LT_Residential,518,iii): >50 kW,Rs/kVA/mth,427.0,7.75,1.17,iii): >50 kW | Rs/kVA/mth | 427.00 | 7.75 | 1.17
2024-25,LT_Residential,518,(i): ≤ 20 kW,Rs/conn/mth,464.0,6.18,1.17,(i): ≤ 20 kW | Rs/conn/mth | 464.00 | 6.18 | 1.17
2024-25,LT_Residential,518,(ii): >20 - ≤ 50 kW,Rs/kVA/mth,464.0,9.91,1.17,(ii): >20 - ≤ 50 kW | Rs/kVA/mth | 464.00 | 9.91 | 1.17
2024-25,LT_Residential,518,iii): >50 kW,Rs/kVA/mth,464.0,9.78,1.17,iii): >50 kW | Rs/kVA/mth | 464.00 | 9.78 | 1.17
2024-25,LT_Residential,518,LT VIII – Electric Vehicle Charging Station,Rs/kVA/mth,80.0,6.58,1.17,LT VIII – Electric Vehicle Charging Station | Rs/kVA/mth | 80.00 | 6.58 | 1.17
2024-25,LT_Residential,519,HT I (A) HT - Industry,,499.0,8.12,,HT I (A) HT - Industry | Rs/kVA/mth | 499.00 | 8.12
2024-25,LT_Residential,519,HT I (B): HT - Industry (Seasonal),,499.0,8.43,,HT I (B): HT - Industry (Seasonal) | Rs/kVA/mth | 499.00 | 8.43
2024-25,LT_Residential,519,HT II: HT – Commercial,,499.0,12.83,,HT II: HT – Commercial | Rs/kVA/mth | 499.00 | 12.83
2024-25,LT_Residential,519,HT III : HT - Railways/Metro/Monorail Traction,,499.0,7.53,,HT III : HT - Railways/Metro/Monorail Traction | Rs/kVA/mth | 499.00 | 7.53
2024-25,LT_Residential,519,HT IV: HT - Public Water Works,,499.0,7.53,,HT IV: HT - Public Water Works | Rs/kVA/mth | 499.00 | 7.53
2024-25,LT_Residential,519,HT V(A): HT - Agriculture Pumpsets,,88.0,5.26,,HT V(A): HT - Agriculture Pumpsets | Rs/kVA/mth | 88.00 | 5.26
2024-25,LT_Residential,519,HT V(B): HT - Agriculture - Others,,88.0,7.27,,HT V(B): HT - Agriculture - Others | Rs/kVA/mth | 88.00 | 7.27
2024-25,LT_Residential,519,HT VI: HT - Group Housing Societies (Residential),,398.0,6.95,,HT VI: HT - Group Housing Societies (Residential) | Rs/kVA/mth | 398.00 | 6.95
2024-25,LT_Residential,519,HT VIII(A): HT - Public Services-Gov.,,499.0,9.53,,HT VIII(A): HT - Public Services-Gov. | Rs/kVA/mth | 499.00 | 9.53
2024-25,LT_Residential,519,HT VIII(B): HT - Public Services- Others,,499.0,10.4,,HT VIII(B): HT - Public Services- Others | Rs/kVA/mth | 499.00 | 10.40
2024-25,LT_Residential,519,HT IX: HT – Electric Vehicle Charging Station,,75.0,7.05,,HT IX: HT – Electric Vehicle Charging Station | Rs/kVA/mth | 75.00 | 7.05
2024-25,LT_Residential,519,HT I (A) HT - Industry Sub-total,,499.0,8.12,0.6,HT I (A) HT - Industry Sub-total | Rs/kVA/mth | 499.00 | 8.12 | 0.60
2024-25,LT_Residential,519,HT IX: HT – Electric Vehicle Charging Station,,75.0,6.9,0.6,HT IX: HT – Electric Vehicle Charging Station | Rs/kVA/mth | 75.00 | 6.90 | 0.60
2024-25,LT_Residential,520,HT I (A) HT - Industry,,549.0,8.36,,HT I (A) HT - Industry | Rs/kVA/mth | 549.00 | 8.36
2024-25,LT_Residential,520,HT I (B): HT - Industry (Seasonal),,549.0,8.68,,HT I (B): HT - Industry (Seasonal) | Rs/kVA/mth | 549.00 | 8.68
2024-25,LT_Residential,520,HT II: HT – Commercial,,549.0,13.21,,HT II: HT – Commercial | Rs/kVA/mth | 549.00 | 13.21
2024-25,LT_Residential,520,HT III : HT - Railways/Metro/Monorail Traction,,549.0,7.53,,HT III : HT - Railways/Metro/Monorail Traction | Rs/kVA/mth | 549.00 | 7.53
2024-25,LT_Residential,520,HT IV: HT - Public Water Works,,549.0,7.76,,HT IV: HT - Public Water Works | Rs/kVA/mth | 549.00 | 7.76
2024-25,LT_Residential,520,HT V(A): HT - Agriculture Pumpsets,,97.0,5.78,,HT V(A): HT - Agriculture Pumpsets | Rs/kVA/mth | 97.00 | 5.78
2024-25,LT_Residential,520,HT V(B): HT - Agriculture - Others,,97.0,7.99,,HT V(B): HT - Agriculture - Others | Rs/kVA/mth | 97.00 | 7.99
2024-25,LT_Residential,520,HT VI: HT - Group Housing Societies (Residential),,438.0,7.16,,HT VI: HT - Group Housing Societies (Residential) | Rs/kVA/mth | 438.00 | 7.16
2024-25,LT_Residential,520,HT VIII(A): HT - Public Services- Gov.,,549.0,10.03,,HT VIII(A): HT - Public Services- Gov. | Rs/kVA/mth | 549.00 | 10.03
2024-25,LT_Residential,520,HT VIII(B): HT - Public Services- Others,,549.0,10.93,,HT VIII(B): HT - Public Services- Others | Rs/kVA/mth | 549.00 | 10.93
2024-25,LT_Residential,520,HT IX: HT – Electric Vehicle Charging Station,,80.0,7.6,,HT IX: HT – Electric Vehicle Charging Station | Rs/kVA/mth | 80.00 | 7.60
2024-25,LT_Residential,520,HT I (A) HT - Industry Sub-total,,549.0,8.36,0.6,HT I (A) HT - Industry Sub-total | Rs/kVA/mth | 549.00 | 8.36 | 0.60
2024-25,LT_Residential,520,HT IX: HT – Electric Vehicle Charging Station,,80.0,7.4,0.6,HT IX: HT – Electric Vehicle Charging Station | Rs/kVA/mth | 80.00 | 7.40 | 0.60
2024-25,LT_Industry,521,S. No.,Operation & Maintenance Expenses,5449.0,5724.0,,"1 | Operation & Maintenance Expenses | 5,449 | 5,724"
2024-25,LT_Industry,521,S. No.,Depreciation,2772.0,2978.0,,"2 | Depreciation | 2,772 | 2,978"
2024-25,LT_Industry,521,S. No.,Interest on Loan Capital,841.0,1004.0,,"3 | Interest on Loan Capital | 841 | 1,004"
2024-25,LT_Industry,521,S. No.,Interest on Working Capital,138.0,163.0,,4 | Interest on Working Capital | 138 | 163
2024-25,LT_Industry,521,S. No.,Interest on deposit from Consumers and Distribution Systems Users,46.0,48.0,,5 | Interest on deposit from Consumers and Distribution Systems Users | 46 | 48
2024-25,LT_Industry,521,S. No.,Provision for bad and doubtful debts,111.0,117.0,,7 | Provision for bad and doubtful debts | 111 | 117
2024-25,LT_Industry,521,S. No.,Open Schemes,328.0,1204.0,,"8 | Open Schemes | 328 | 1,204"
2024-25,LT_Industry,521,S. No.,Contribution to contingency reserves,157.0,180.0,,9 | Contribution to contingency reserves | 157 | 180
2024-25,LT_Industry,521,S. No.,Return on Equity Capital,1760.0,1774.0,,"11 | Return on Equity Capital | 1,760 | 1,774"
2024-25,LT_Industry,521,S. No.,Total Revenue Expenditure,11602.0,13193.0,,"12 | Total Revenue Expenditure | 11,602 | 13,193"
2024-25,HT_Agriculture,522,HT (Excl EHV),"6,961",,7916.0,,"HT (Excl EHV) | 6,961 | 7,916"
2024-25,HT_Agriculture,522,LT Level,"4,641",,5277.0,,"LT Level | 4,641 | 5,277"
2024-25,General,523,HT (Excl EHV),"32,637",,33565.0,,"HT (Excl EHV) | 32,637 | 33,565"
2024-25,General,523,LT Level,"79,139",,81494.0,,"LT Level | 79,139 | 81,494"
2024-25,General,523,HT (Excl EHV),"6,961",32637.0,2033.0,,"HT (Excl EHV) | 6,961 | 32,637 | 29% | 2,033"
2024-25,General,523,LT Level,"4,641",79139.0,9570.0,,"LT Level | 4,641 | 79,139 | 71% | 9,570"
2024-25,General,523,Total,"11,602",111775.0,11602.0,,"Total | 11,602 | 1,11,775 | 100% | 11,602"
2024-25,LT_Commercial,524,Recovery allowed,Rs.Cr,657.0,657.0,657.0,Recovery allowed | Rs.Cr | 657 | 657 | 657 | 657 | 657
2024-25,LT_Commercial,524,Wheeling Revenue,Rs.Cr,8897.0,10664.0,10905.0,"Wheeling Revenue | Rs.Cr | 8,897 | 10,664 | 10,905 | 12,430 | 11,832 | 11,835"
2024-25,LT_Commercial,524,Gap,Rs.Cr,1356.0,369.0,593.0,"Gap | Rs.Cr | 1,356 | 369 | 593 | -1,156 | 213 | 1,798"
2024-25,LT_Commercial,524,HT (Excl EHV),,2403.0,2494.0,,"HT (Excl EHV) | Rs Cr | 2,403 | 2,494"
2024-25,LT_Commercial,524,LT level,,11314.0,11756.0,,"LT level | Rs Cr | 11,314 | 11,756"
2024-25,LT_Commercial,524,HT (Excl EHV),,32637.0,33565.0,,"HT (Excl EHV) | MU | 32,637 | 33,565"
2024-25,LT_Commercial,524,LT level,,79139.0,81494.0,,"LT level | MU | 79,139 | 81,494"
2024-25,LT_Commercial,524,HT (Excl EHV),,0.74,0.74,,HT (Excl EHV) | Rs/kVAh | 0.74 | 0.74
2024-25,LT_Commercial,524,LT level,,1.43,1.44,,LT level | Rs/kWh | 1.43 | 1.44
2024-25,General,525,HT (Excl EHV),,1984.0,2037.0,,"HT (Excl EHV) | 1,984 | 2,037"
2024-25,General,525,LT Level,,8620.0,8793.0,,"LT Level | 8,620 | 8,793"
2024-25,General,525,Total,,10603.0,10830.0,,"Total | 10,603 | 10,830"
2024-25,General,525,Gap,Rs Cr,1142.0,-144.0,182.0,"Gap | Rs Cr | 1,142 | -144 | 182 | -1,216 | -255 | 64"
2024-25,General,525,HT (Excl EHV),,1962.0,2016.0,,"HT (Excl EHV) | Rs Cr | 1,962 | 2,016"
2024-25,General,525,LT Level,,8527.0,8701.0,,"LT Level | Rs Cr | 8,527 | 8,701"
2024-25,General,525,HT (Excl EHV),,32959.0,33872.0,,"HT (Excl EHV) | MU | 32,959 | 33,872"
2024-25,General,525,LT Level,,72745.0,74187.0,,"LT Level | MU | 72,745 | 74,187"
2024-25,LT_Residential,526,HT (Excl EHV),,0.6,0.6,,HT (Excl EHV) | Rs/kVAh | 0.60 | 0.60
2024-25,LT_Residential,526,LT Level,,1.17,1.17,,LT Level | Rs/kWh | 1.17 | 1.17
2024-25,General,528,2023-24,,152757.0,71323.0,4.67,"2023-24 | 1,52,757 | 71,323 | 4.67"
2024-25,General,528,2024-25,,155469.0,73411.0,4.72,"2024-25 | 1,55,469 | 73,411 | 4.72"
2024-25,General,529,FY 2023-24,,0.74,1.43,,FY 2023-24 | 0.74 | 1.43
2024-25,General,529,FY 2024-25,,0.74,1.44,,FY 2024-25 | 0.74 | 1.44
2024-25,General,529,FY 2023-24,,0.77,0.77,0.77,FY 2023-24 | 0.77 | 0.77 | 0.77
2024-25,General,529,FY 2024-25,,0.76,0.76,0.76,FY 2024-25 | 0.76 | 0.76 | 0.76
2024-25,General,529,FY 2023-24,,0.77,1.5,2.2,FY 2023-24 | 0.77 | 1.50 | 2.20
2024-25,General,529,FY 2024-25,,0.76,1.5,2.2,FY 2024-25 | 0.76 | 1.50 | 2.20
2024-25,LT_Residential,530,HT I HT - Industry,11.25,4.67,1.5,4.53,HT | 11.25 | 4.67 | 7.50% | 3.18% | 10.44% | 1.50 | 4.53
2024-25,LT_Residential,530,EHV,10.55,4.67,0.77,4.96,EHV | 10.55 | 4.67 | 0.00% | 3.18% | 3.18% | 0.77 | 4.96
2024-25,LT_Residential,530,HT I (B): HT – Industry (Seasonal),18.51,4.67,1.5,11.79,HT | 18.51 | 4.67 | 7.50% | 3.18% | 10.44% | 1.50 | 11.79
2024-25,LT_Residential,530,HT II: HT - Commercial,17.38,4.67,1.5,10.66,HT | 17.38 | 4.67 | 7.50% | 3.18% | 10.44% | 1.50 | 10.66
2024-25,LT_Residential,530,HT III: HT- Railways/Metro/Monorail,11.00,4.67,1.5,4.28,HT | 11.00 | 4.67 | 7.50% | 3.18% | 10.44% | 1.50 | 4.28
2024-25,LT_Residential,530,HT IV: HT - Public Water Works,9.99,4.67,1.5,3.28,HT | 9.99 | 4.67 | 7.50% | 3.18% | 10.44% | 1.50 | 3.28
2024-25,LT_Residential,530,HT V(B): HT - Agriculture - Others,7.14,4.67,1.5,0.42,HT | 7.14 | 4.67 | 7.50% | 3.18% | 10.44% | 1.50 | 0.42
2024-25,LT_Residential,530,HT VI: HT - Group Housing Societies (Residential),9.39,4.67,1.5,2.67,HT | 9.39 | 4.67 | 7.50% | 3.18% | 10.44% | 1.50 | 2.67
2024-25,LT_Residential,530,HT VIII (A): HT-Public Services-Govt. Edu. Institutions and Hospitals,12.14,4.67,1.5,5.42,HT | 12.14 | 4.67 | 7.50% | 3.18% | 10.44% | 1.50 | 5.42
2024-25,LT_Residential,530,HT VIII (B): HT-Public Services-Others,14.38,4.67,1.5,7.66,HT | 14.38 | 4.67 | 7.50% | 3.18% | 10.44% | 1.50 | 7.66
2024-25,LT_Residential,530,HT X: HT- Electric Vehicles (EV) Charging Stations,7.42,4.67,1.5,0.7,HT | 7.42 | 4.67 | 7.50% | 3.18% | 10.44% | 1.50 | 0.70
2024-25,LT_Residential,531,LT I (A): LT-Residential- BPL,2.83,4.67,2.2,,LT I (A): LT-Residential- BPL | 2.83 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20
2024-25,LT_Residential,531,1-100 Units,7.07,4.67,2.2,,1-100 Units | 7.07 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20
2024-25,LT_Residential,531,101-300 Units,12.44,4.67,2.2,4.76,101-300 Units | 12.44 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20 | 4.76
2024-25,LT_Residential,531,301-500 Units,16.70,4.67,2.2,9.02,301-500 Units | 16.70 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20 | 9.02
2024-25,LT_Residential,531,Above 500 Units,18.09,4.67,2.2,10.41,Above 500 Units | 18.09 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20 | 10.41
2024-25,LT_Residential,531,(A): 0-20 kW,13.44,4.67,2.2,5.76,(A): 0-20 kW | 13.44 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20 | 5.76
2024-25,LT_Residential,531,(B): > 20 kW and ≤ 50kW,18.75,4.67,2.2,11.07,(B): > 20 kW and ≤ 50kW | 18.75 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20 | 11.07
2024-25,LT_Residential,531,(C): > 50kW,20.98,4.67,2.2,13.3,(C): > 50kW | 20.98 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20 | 13.30
2024-25,LT_Residential,531,(B): > 20 kW and ≤ 40kW,7.24,4.67,2.2,,(B): > 20 kW and ≤ 40kW | 7.24 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20
2024-25,LT_Residential,531,(C): > 40kW,9.02,4.67,2.2,1.35,(C): > 40kW | 9.02 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20 | 1.35
2024-25,LT_Residential,531,LT IV (C): LT- Agriculture Metered- others,7.72,4.67,2.2,0.04,LT IV (C): LT- Agriculture Metered- others | 7.72 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20 | 0.04
2024-25,LT_Residential,531,LT V- Industry (0-20 kW),8.89,4.67,2.2,1.21,LT V- Industry (0-20 kW) | 8.89 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20 | 1.21
2024-25,LT_Residential,531,LT V- Industry (Above 20 kW),11.79,4.67,2.2,4.21,LT V- Industry (Above 20 kW) | 11.79 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20 | 4.21
2024-25,LT_Residential,531,(A): Grampanchayat; A B & C Class Municipal Council,98.05,4.67,2.2,1.37,(A): Grampanchayat; A B & C Class Municipal Council | 98.05 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20 | 1.37
2024-25,LT_Residential,531,(B): Municipal corporation Area,11.15,4.67,2.2,3.48,(B): Municipal corporation Area | 11.15 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20 | 3.48
2024-25,LT_Residential,531,(i): ≤ 20 kW,9.24,4.67,2.2,1.56,(i): ≤ 20 kW | 9.24 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20 | 1.56
2024-25,LT_Residential,531,(ii): > 20 kW - ≤ 50kW,9.85,4.67,2.2,2.17,(ii): > 20 kW - ≤ 50kW | 9.85 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20 | 2.17
2024-25,LT_Residential,531,(iii): > 50kW,11.94,4.67,2.2,4.26,(iii): > 50kW | 11.94 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20 | 4.26
2024-25,LT_Residential,532,LT IX: LT- Electrical Vehicles (EV) Charging Station,10.53,4.67,2.2,2.85,LT IX: LT- Electrical Vehicles (EV) Charging Station | 10.53 | 4.67 | 12.00% | 3.18% | 14.80% | 2.20 | 2.85
2024-25,LT_Residential,532,HT I HT - Industry,4.53,,5.8,,HT | 4.53 | 5.80
2024-25,LT_Residential,532,EHV,4.96,,6.23,,EHV | 4.96 | 6.23
2024-25,LT_Residential,532,HT I (B): HT – Industry (Seasonal),11.79,,13.76,,HT | 11.79 | 13.76
2024-25,LT_Residential,532,EHV,4.21,,5.31,,EHV | 4.21 | 5.31
2024-25,LT_Residential,532,HT II: HT - Commercial,10.66,,12.64,,HT | 10.66 | 12.64
2024-25,LT_Residential,532,EHV,11.25,,13.26,,EHV | 11.25 | 13.26
2024-25,LT_Residential,532,HT III: HT- Railways/Metro/Monorail,4.28,,5.55,,HT | 4.28 | 5.55
2024-25,LT_Residential,532,EHV,4.18,,5.38,,EHV | 4.18 | 5.38
2024-25,LT_Residential,532,HT IV: HT - Public Water Works,3.28,,4.34,,HT | 3.28 | 4.34
2024-25,LT_Residential,532,EHV,3.40,,4.44,,EHV | 3.40 | 4.44
2024-25,LT_Residential,532,HT V(B): HT - Agriculture - Others,0.42,,1.02,,HT | 0.42 | 1.02
2024-25,LT_Residential,532,HT VI: HT - Group Housing Societies (Residential),2.67,,3.75,,HT | 2.67 | 3.75
2024-25,LT_Residential,532,HT VII (A): HT-Public Services- Govt. Edu. Institutions and Hospitals,5.42,,6.79,,HT | 5.42 | 6.79
2024-25,LT_Residential,533,Consumer Category,7.66,,9.42,,HT | 7.66 | 9.42
2024-25,LT_Residential,533,EHV,7.18,,8.85,,EHV | 7.18 | 8.85
2024-25,LT_Residential,533,HT X: HT- Electric Vehicles (EV) Charging Stations,0.70,,1.01,,HT | 0.70 | 1.01
2024-25,LT_Residential,533,101-300 Units,4.76,,0.08,,101-300 Units | 4.76 | 0.08
2024-25,LT_Residential,533,301-500 Units,9.02,,6.33,,301-500 Units | 9.02 | 6.33
2024-25,LT_Residential,533,Above 500 Units,10.41,,11.19,,Above 500 Units | 10.41 | 11.19
2024-25,LT_Residential,533,LT II: LT- Non-Residential,,,12.79,,LT II: LT- Non-Residential | 12.79
2024-25,LT_Residential,533,(B): > 20 kW and ≤ 50kW,11.07,,7.37,,(B): > 20 kW and ≤ 50kW | 11.07 | 7.37
2024-25,LT_Residential,533,(C): > 50kW,13.30,,13.51,,(C): > 50kW | 13.30 | 13.51
2024-25,LT_Residential,533,LT III: LT-Public Water Works(PWW) & STP,,,16.1,,LT III: LT-Public Water Works(PWW) & STP | 16.10
2024-25,LT_Residential,533,(B): > 20 kW and ≤ 40kW,,,0.35,,(B): > 20 kW and ≤ 40kW | 0.35
2024-25,LT_Residential,533,(C): > 40kW,1.35,,2.33,,(C): > 40kW | 1.35 | 2.33
2024-25,LT_Residential,533,LT IV (C): LT- Agriculture Metered- others,0.04,,0.74,,LT IV (C): LT- Agriculture Metered- others | 0.04 | 0.74
2024-25,LT_Residential,533,LT V- Industry (0-20 kW),1.21,,2.23,,LT V- Industry (0-20 kW) | 1.21 | 2.23
2024-25,LT_Residential,533,LT V- Industry (Above 20 kW),4.12,,5.55,,LT V- Industry (Above 20 kW) | 4.12 | 5.55
2024-25,LT_Residential,533,(A): Grampanchayat; A B & C Class Municipal Council,1.37,,2.43,,(A): Grampanchayat; A B & C Class Municipal Council | 1.37 | 2.43
2024-25,LT_Residential,533,(B): Municipal corporation Area,3.48,,4.92,,(B): Municipal corporation Area | 3.48 | 4.92
2024-25,LT_Residential,533,(i): ≤ 20 kW,1.56,,2.65,,(i): ≤ 20 kW | 1.56 | 2.65
2024-25,LT_Residential,533,(ii): > 20 kW - ≤ 50kW,2.17,,3.29,,(ii): > 20 kW - ≤ 50kW | 2.17 | 3.29
2024-25,LT_Residential,533,(iii): > 50kW,4.26,,5.69,,(iii): > 50kW | 4.26 | 5.69
2024-25,LT_Residential,533,(i): ≤ 20 kW,1.08,,2.09,,(i): ≤ 20 kW | 1.08 | 2.09
2024-25,General,534,(ii): > 20 kW - ≤ 50kW,5.67,,7.36,,(ii): > 20 kW - ≤ 50kW | 5.67 | 7.36
2024-25,General,534,(iii): > 50kW,5.66,,7.35,,(iii): > 50kW | 5.66 | 7.35
2024-25,General,534,LT IX: LT- Electrical Vehicles (EV) Charging Station,2.85,,3.43,,LT IX: LT- Electrical Vehicles (EV) Charging Station | 2.85 | 3.43
2024-25,LT_Residential,536,HT IX(B): HT - Public Services-Others,12.49,4.7,1.58,5.67,HT IX(B): HT - Public Services-Others | 12.49 | 4.70 | 7.50% | 3.18% | 10.44% | 1.58 | 5.67 | 1.69 | 1.69
2024-25,LT_Residential,536,HT X: HT – Electric Vehicle Charging Station,8.06,4.7,1.58,1.24,HT X: HT – Electric Vehicle Charging Station | 8.06 | 4.70 | 7.50% | 3.18% | 10.44% | 1.58 | 1.24 | 1.69 | 1.24
2024-25,LT_Residential,536,HT I (A) (i): HT - Industry,9.68,4.7,0.98,3.85,HT I (A) (i): HT - Industry | 9.68 | 4.70 | 0.00% | 3.18% | 3.18% | 0.98 | 3.85 | 1.79 | 1.79
2024-25,LT_Residential,536,HT I (B): HT - Industry (Seasonal),9.20,4.7,0.98,3.37,HT I (B): HT - Industry (Seasonal) | 9.20 | 4.70 | 0.00% | 3.18% | 3.18% | 0.98 | 3.37 | 1.79 | 1.79
2024-25,LT_Residential,536,HT II (A): HT - Commercial,15.14,4.7,0.98,9.31,HT II (A): HT - Commercial | 15.14 | 4.70 | 0.00% | 3.18% | 3.18% | 0.98 | 9.31 | 1.79 | 1.79
2024-25,LT_Residential,536,HT III (A): HT - Railways/Metro/Monorail Traction,8.85,4.7,0.98,3.02,HT III (A): HT - Railways/Metro/Monorail Traction | 8.85 | 4.70 | 0.00% | 3.18% | 3.18% | 0.98 | 3.02 | 1.79 | 1.79
2024-25,LT_Residential,536,HT IV: HT - Public Water Works (PWW),8.45,4.7,0.98,2.63,HT IV: HT - Public Water Works (PWW) | 8.45 | 4.70 | 0.00% | 3.18% | 3.18% | 0.98 | 2.63 | 1.79 | 1.79
2024-25,LT_Residential,536,HT V(B): HT - Agriculture Others,,4.7,0.98,1.79,HT V(B): HT - Agriculture Others | 4.70 | 3.18% | 3.18% | 0.98 | 1.79
2024-25,LT_Residential,536,HT VI: HT - Group Housing Societies (Residential),,4.7,0.98,1.79,HT VI: HT - Group Housing Societies (Residential) | 4.70 | 0.00% | 3.18% | 3.18% | 0.98 | 1.79
2024-25,LT_Residential,536,HT IX(B): HT - Public Services-Others,11.66,4.7,0.98,5.83,HT IX(B): HT - Public Services-Others | 11.66 | 4.70 | 0.00% | 3.18% | 3.18% | 0.98 | 5.83 | 1.79 | 1.79
2024-25,LT_Residential,536,HT I (A) (i): HT - Industry,10.26,4.7,1.57,3.44,HT I (A) (i): HT - Industry | 10.26 | 4.70 | 7.50% | 3.18% | 10.44% | 1.57 | 3.44 | 1.79 | 1.79
